OrderID,CustomerID,OrderDate,ShippingDate,DeliveryDate,OrderStatus,PaymentMethod,ShippingMethod,Discount,TotalAmount
271462,38318,2025-03-04,2025-03-05,2025-03-09,Delivered,Debit Card,Standard Shipping,0.15,1663.16
1296,315,2025-06-30,2025-07-02,2025-07-06,Delivered,Credit Card,Standard Shipping,0.05,3826.21
457171,14721,2025-09-08,2025-09-09,2025-09-11,Delivered,Credit Card,Priority Overnight,0.0,24.99
395510,62324,2023-12-20,2023-12-21,2023-12-24,Delivered,Debit Card,Express Shipping,0.0,2091.32
127230,67369,2025-06-19,2025-06-22,2025-06-25,Delivered,Credit Card,Express Shipping,0.0,1024.23
77786,38416,2025-01-16,2025-01-17,2025-01-21,Delivered,Wallet,Express Shipping,0.0,4295.33
80721,54744,2025-12-18,2025-12-20,2025-12-22,Delivered,Credit Card,Standard Shipping,0.0,1503.01
333791,55936,2025-07-05,2025-07-08,2025-07-13,Delivered,Debit Card,Express Shipping,0.0,2198.64
122340,53185,2025-10-28,2025-10-31,2025-11-02,Returned,UPI,Express Shipping,0.05,2341.71
479418,90628,2025-01-02,2025-01-03,2025-01-05,Returned,Credit Card,Standard Shipping,0.05,3684.43
167309,71187,2025-10-02,2025-10-05,2025-10-08,Delivered,Debit Card,Standard Shipping,0.0,898.02
353308,6289,2025-01-24,2025-01-25,2025-01-28,Returned,Credit Card,Express Shipping,0.0,610.42
432605,97237,2025-06-27,2025-06-28,2025-06-30,Delivered,Debit Card,Standard Shipping,0.0,1352.64
471184,46122,2022-01-31,2022-02-02,2022-02-06,Delivered,Credit Card,Standard Shipping,0.2,753.57
449283,83330,2024-09-22,2024-09-24,2024-09-26,Delivered,Debit Card,Economy Shipping,0.1,1977.0
68163,84622,2023-04-15,2023-04-16,2023-04-21,Delivered,COD,Standard Shipping,0.05,1345.86
303173,79376,2025-11-28,2025-11-29,2025-12-01,Delivered,Wallet,Standard Shipping,0.05,1658.65
457623,47518,2025-08-16,2025-08-18,2025-08-20,Delivered,Credit Card,Express Shipping,0.0,1054.97
409706,74869,2025-09-08,2025-09-09,2025-09-12,Delivered,UPI,Standard Shipping,0.2,845.63
373903,65116,2024-10-10,2024-10-12,2024-10-15,Delivered,Credit Card,Standard Shipping,0.15,677.56
490087,67005,2025-06-27,2025-06-28,2025-07-01,Delivered,Credit Card,Standard Shipping,0.1,2421.52
416596,50188,2024-12-12,2024-12-14,2024-12-17,Delivered,Credit Card,Priority Overnight,0.0,1877.74
249715,46193,2025-11-20,2025-11-21,2025-11-23,Delivered,UPI,Standard Shipping,0.0,659.28
408096,68188,2023-12-01,2023-12-02,2023-12-06,Delivered,Net Banking,Express Shipping,0.0,564.97
50916,5068,2025-05-02,2025-05-04,2025-05-07,Delivered,Credit Card,Express Shipping,0.0,1301.71
358174,86021,2024-08-12,2024-08-14,2024-08-17,Delivered,Debit Card,Standard Shipping,0.15,469.62
270264,11230,2024-05-13,2024-05-16,2024-05-19,Delivered,Debit Card,Standard Shipping,0.1,1174.83
280266,46605,2025-11-13,2025-11-15,2025-11-19,Delivered,Credit Card,Priority Overnight,0.0,335.08
225798,42927,2025-08-20,2025-08-21,2025-08-25,Delivered,Credit Card,Express Shipping,0.0,1524.61
385613,79324,2024-02-10,2024-02-13,2024-02-17,Delivered,Net Banking,Standard Shipping,0.0,1414.84
412627,14546,2024-12-17,2024-12-18,2024-12-20,Delivered,Credit Card,Express Shipping,0.0,381.23
238736,13104,2023-08-05,2023-08-06,2023-08-11,Delivered,Wallet,Priority Overnight,0.0,1145.97
120430,24215,2024-03-10,2024-03-12,2024-03-15,Delivered,Debit Card,Standard Shipping,0.0,2256.9
465348,94686,2025-09-21,2025-09-22,2025-09-24,Delivered,UPI,Standard Shipping,0.0,567.03
439611,43206,2024-10-17,2024-10-18,2024-10-21,Delivered,Wallet,Standard Shipping,0.1,581.0
39739,83755,2025-11-26,2025-11-27,2025-11-29,Delivered,Debit Card,Standard Shipping,0.0,2956.23
396924,7722,2024-04-22,2024-04-25,2024-04-28,Delivered,Credit Card,Express Shipping,0.0,1210.94
436390,79962,2025-04-06,,,Cancelled,Credit Card,Standard Shipping,0.0,5408.28
461354,58420,2025-05-05,2025-05-06,2025-05-08,Delivered,Debit Card,Economy Shipping,0.05,1114.19
442528,78683,2023-04-20,2023-04-21,2023-04-23,Delivered,Debit Card,Priority Overnight,0.0,1769.87
99739,6234,2023-05-12,,,Cancelled,Credit Card,Express Shipping,0.15,757.9
331958,1049,2024-06-30,2024-07-03,2024-07-06,Delivered,Credit Card,Express Shipping,0.0,5928.98
198317,58438,2025-10-29,2025-10-30,2025-11-01,Delivered,Net Banking,Standard Shipping,0.1,1850.87
352037,33500,2025-08-06,2025-08-07,2025-08-10,Delivered,Wallet,Standard Shipping,0.2,730.99
107775,95927,2023-04-07,2023-04-08,2023-04-12,Delivered,Debit Card,Standard Shipping,0.0,3692.94
388250,64550,2025-05-04,2025-05-06,2025-05-09,Delivered,Credit Card,Standard Shipping,0.15,283.08
414886,65332,2025-05-28,2025-05-30,2025-06-01,Delivered,Credit Card,Express Shipping,0.0,2515.46
162354,94732,2024-01-17,2024-01-19,2024-01-21,Delivered,Credit Card,Express Shipping,0.05,1732.75
107352,54470,2025-11-21,2025-11-24,2025-11-26,Delivered,Credit Card,Standard Shipping,0.05,1783.45
137626,99876,2024-09-09,2024-09-10,2024-09-12,Delivered,Credit Card,Express Shipping,0.0,627.39
471471,21762,2025-12-31,2026-01-01,2026-01-03,Delivered,Wallet,Standard Shipping,0.15,1636.76
69532,38150,2025-11-02,2025-11-04,2025-11-06,Delivered,Debit Card,Express Shipping,0.2,1507.16
23943,76399,2025-02-02,2025-02-05,2025-02-08,Delivered,Credit Card,Standard Shipping,0.05,2130.49
292974,40058,2025-08-05,2025-08-06,2025-08-09,Delivered,Credit Card,Priority Overnight,0.05,1969.89
377494,2882,2025-11-25,2025-11-26,2025-11-29,Delivered,Debit Card,Standard Shipping,0.0,2123.72
118525,76482,2024-02-20,2024-02-22,2024-02-25,Delivered,UPI,Standard Shipping,0.15,1006.39
303267,45059,2023-12-26,2023-12-27,2023-12-30,Delivered,Credit Card,Standard Shipping,0.2,909.57
107859,57499,2024-05-28,2024-05-31,2024-06-04,Delivered,Credit Card,Economy Shipping,0.1,809.06
283195,13592,2025-09-06,2025-09-08,2025-09-10,Delivered,Debit Card,Standard Shipping,0.0,749.29
133560,36122,2024-03-09,2024-03-12,2024-03-14,Delivered,UPI,Standard Shipping,0.05,620.31
161864,19789,2025-10-06,2025-10-08,2025-10-10,Delivered,Credit Card,Standard Shipping,0.2,1224.45
86410,69805,2025-05-12,2025-05-13,2025-05-16,Delivered,Credit Card,Standard Shipping,0.0,1090.93
422029,45037,2025-11-24,2025-11-25,2025-11-28,Delivered,Net Banking,Standard Shipping,0.0,2836.91
243153,10366,2025-11-08,2025-11-09,2025-11-12,Delivered,Debit Card,Standard Shipping,0.05,1274.0
486903,54666,2024-08-12,2024-08-14,2024-08-17,Delivered,Credit Card,Express Shipping,0.05,380.93
478752,43604,2025-07-10,2025-07-11,2025-07-15,Delivered,UPI,Standard Shipping,0.0,3905.26
185150,64966,2023-06-24,2023-06-25,2023-06-30,Delivered,UPI,Standard Shipping,0.0,2334.59
310647,59138,2025-09-18,2025-09-19,2025-09-24,Delivered,Wallet,Standard Shipping,0.0,1982.23
62501,7587,2025-02-14,2025-02-16,2025-02-18,Delivered,UPI,Standard Shipping,0.0,2252.38
364981,73834,2025-07-31,2025-08-02,2025-08-05,Delivered,Debit Card,Economy Shipping,0.1,1896.48
107427,32717,2025-05-04,2025-05-05,2025-05-10,Delivered,Debit Card,Express Shipping,0.0,3447.6
112982,97196,2022-12-14,2022-12-16,2022-12-18,Delivered,UPI,Standard Shipping,0.0,3617.59
137711,54646,2025-05-31,2025-06-02,2025-06-05,Delivered,Wallet,Express Shipping,0.0,919.96
173792,54158,2025-12-15,2025-12-17,2025-12-19,Delivered,UPI,Express Shipping,0.0,134.35
44099,59456,2023-12-30,2024-01-01,2024-01-03,Delivered,Net Banking,Standard Shipping,0.05,249.77
463112,69515,2025-11-25,2025-11-27,2025-11-30,Delivered,Debit Card,Standard Shipping,0.05,1002.87
31968,50697,2025-07-16,2025-07-17,2025-07-20,Delivered,Credit Card,Standard Shipping,0.0,242.48
425798,25766,2025-10-01,2025-10-02,2025-10-04,Delivered,Credit Card,Standard Shipping,0.05,727.78
54062,62743,2025-11-23,2025-11-24,2025-11-27,Delivered,Credit Card,Standard Shipping,0.05,482.94
181251,66254,2024-10-25,2024-10-26,2024-10-30,Delivered,Wallet,Standard Shipping,0.1,1205.94
402331,62017,2025-12-25,,,Cancelled,Debit Card,Standard Shipping,0.1,1228.83
203979,45927,2025-12-22,2025-12-25,2025-12-27,Delivered,Debit Card,Priority Overnight,0.0,1557.84
170853,10886,2025-02-02,2025-02-03,2025-02-06,Delivered,Net Banking,Express Shipping,0.05,5593.33
168674,79867,2025-06-02,2025-06-03,2025-06-05,Delivered,Debit Card,Standard Shipping,0.0,4008.99
356338,87335,2025-06-14,,,Cancelled,Credit Card,Standard Shipping,0.15,2223.21
324351,21913,2024-05-28,2024-05-30,2024-06-03,Delivered,Debit Card,Priority Overnight,0.0,284.99
263267,48463,2025-12-19,2025-12-20,2025-12-25,Delivered,Credit Card,Express Shipping,0.05,1394.53
480822,44045,2025-10-04,2025-10-05,2025-10-08,Delivered,COD,Standard Shipping,0.0,664.97
441413,94239,2025-08-29,2025-08-30,2025-09-02,Delivered,Net Banking,Standard Shipping,0.05,69.29
246345,49378,2024-11-10,2024-11-12,2024-11-14,Delivered,UPI,Standard Shipping,0.0,2423.44
373867,39652,2025-12-18,2025-12-21,2025-12-24,Delivered,Credit Card,Standard Shipping,0.0,1546.32
58037,42545,2024-09-01,2024-09-04,2024-09-08,Delivered,Credit Card,Express Shipping,0.0,1123.69
134954,42586,2024-12-31,2025-01-03,2025-01-07,Delivered,Credit Card,Express Shipping,0.0,1520.8
396691,33574,2025-12-25,2025-12-26,2025-12-29,Delivered,Credit Card,Express Shipping,0.1,2945.79
339353,40838,2022-09-27,2022-09-28,2022-10-01,Delivered,Debit Card,Standard Shipping,0.0,613.18
485670,51967,2024-07-06,2024-07-09,2024-07-14,Delivered,Credit Card,Standard Shipping,0.1,1351.51
200571,89364,2024-11-18,2024-11-19,2024-11-21,Delivered,Credit Card,Express Shipping,0.1,5209.9
485294,12200,2025-05-27,2025-05-28,2025-05-31,Delivered,Credit Card,Standard Shipping,0.05,2540.72
497794,76155,2024-11-22,2024-11-24,2024-11-27,Returned,Credit Card,Express Shipping,0.0,935.64
483664,62389,2023-11-24,2023-11-26,2023-11-28,Delivered,Credit Card,Standard Shipping,0.05,927.33
247604,87262,2025-11-25,2025-11-27,2025-12-02,Returned,Credit Card,Express Shipping,0.05,1823.66
191486,13567,2024-05-11,2024-05-13,2024-05-16,Delivered,Net Banking,Standard Shipping,0.05,873.79
178914,12529,2025-07-30,2025-08-02,2025-08-04,Delivered,Credit Card,Standard Shipping,0.0,484.5
159736,70468,2025-06-20,2025-06-22,2025-06-25,Returned,COD,Express Shipping,0.0,1811.56
100526,91892,2025-02-25,2025-02-26,2025-02-28,Delivered,Debit Card,Standard Shipping,0.0,637.17
428965,7139,2025-01-28,2025-01-30,2025-02-01,Delivered,Debit Card,Standard Shipping,0.1,356.44
245549,18654,2024-12-30,2025-01-02,2025-01-04,Delivered,UPI,Standard Shipping,0.05,599.34
389371,29654,2023-11-27,,,Cancelled,UPI,Standard Shipping,0.0,1448.61
233828,530,2022-12-07,2022-12-09,2022-12-12,Returned,Credit Card,Standard Shipping,0.05,3039.96
428631,31149,2024-12-10,2024-12-11,2024-12-16,Delivered,Wallet,Standard Shipping,0.0,3399.19
430802,42036,2025-06-06,2025-06-09,2025-06-12,Delivered,Net Banking,Standard Shipping,0.0,2207.68
157262,55707,2025-08-02,2025-08-03,2025-08-07,Delivered,Debit Card,Express Shipping,0.05,821.71
203479,57646,2025-05-17,2025-05-19,2025-05-22,Delivered,UPI,Standard Shipping,0.05,1315.83
93870,76880,2025-09-07,2025-09-10,2025-09-13,Delivered,Net Banking,Express Shipping,0.0,3811.78
497232,41655,2025-04-08,2025-04-11,2025-04-16,Delivered,Wallet,Express Shipping,0.0,971.96
404436,25310,2024-06-10,2024-06-11,2024-06-13,Delivered,COD,Standard Shipping,0.1,569.68
410367,33001,2023-09-07,2023-09-09,2023-09-14,Delivered,Debit Card,Express Shipping,0.0,6788.86
391405,26844,2023-10-29,2023-10-30,2023-11-02,Delivered,Credit Card,Express Shipping,0.0,814.95
241937,32690,2025-01-31,2025-02-01,2025-02-04,Delivered,Debit Card,Express Shipping,0.0,2453.92
220715,37765,2025-06-02,2025-06-04,2025-06-06,Delivered,UPI,Express Shipping,0.15,306.77
413774,71934,2025-11-17,2025-11-18,2025-11-20,Delivered,UPI,Standard Shipping,0.05,726.13
31566,71567,2024-04-02,2024-04-03,2024-04-06,Delivered,Debit Card,Express Shipping,0.1,311.63
163844,203,2025-07-31,2025-08-03,2025-08-06,Delivered,COD,Standard Shipping,0.0,3545.58
48585,46278,2025-09-15,2025-09-16,2025-09-18,Delivered,UPI,Economy Shipping,0.05,2020.84
17072,73118,2025-10-31,2025-11-01,2025-11-04,Delivered,Credit Card,Express Shipping,0.15,962.67
433504,74419,2025-03-02,2025-03-04,2025-03-06,Delivered,Wallet,Express Shipping,0.1,1973.38
226034,64754,2025-09-08,2025-09-11,2025-09-16,Delivered,UPI,Standard Shipping,0.0,633.98
322372,51511,2025-07-16,2025-07-18,2025-07-21,Delivered,Debit Card,Express Shipping,0.15,326.37
445629,23463,2024-12-04,2024-12-06,2024-12-08,Delivered,Net Banking,Standard Shipping,0.1,2711.64
86555,44381,2025-03-08,2025-03-11,2025-03-14,Delivered,Credit Card,Standard Shipping,0.1,1788.72
14122,50311,2024-10-16,2024-10-17,2024-10-21,Delivered,Net Banking,Priority Overnight,0.05,1333.74
339300,53422,2025-09-13,2025-09-14,2025-09-19,Returned,Net Banking,Standard Shipping,0.05,2642.24
253756,6148,2025-09-23,2025-09-24,2025-09-26,Delivered,UPI,Standard Shipping,0.0,137.28
326784,11019,2025-12-22,2025-12-23,2025-12-25,Delivered,Wallet,Standard Shipping,0.0,435.08
72468,84364,2024-12-10,2024-12-12,2024-12-14,Delivered,Credit Card,Express Shipping,0.0,1748.12
77945,15266,2022-12-11,2022-12-12,2022-12-15,Delivered,UPI,Express Shipping,0.05,1373.65
295037,11556,2025-09-12,2025-09-13,2025-09-16,Delivered,Credit Card,Standard Shipping,0.05,1711.69
183186,34682,2024-11-07,2024-11-08,2024-11-11,Delivered,UPI,Standard Shipping,0.0,3355.12
221383,41128,2025-12-07,2025-12-09,2025-12-11,Delivered,Credit Card,Express Shipping,0.0,9094.33
303692,94785,2025-05-03,2025-05-04,2025-05-07,Delivered,Wallet,Express Shipping,0.1,2350.73
50316,21491,2024-06-14,2024-06-17,2024-06-19,Delivered,Debit Card,Express Shipping,0.0,144.99
281772,45088,2025-07-31,2025-08-01,2025-08-03,Delivered,UPI,Standard Shipping,0.0,3207.69
328653,2505,2024-09-29,2024-09-30,2024-10-02,Delivered,Credit Card,Express Shipping,0.0,2759.04
16419,11502,2024-07-21,2024-07-22,2024-07-24,Delivered,Credit Card,Priority Overnight,0.0,1825.6
226591,31289,2025-11-29,2025-11-30,2025-12-03,Delivered,Credit Card,Standard Shipping,0.0,4648.25
344635,37405,2024-02-15,2024-02-17,2024-02-20,Delivered,Wallet,Express Shipping,0.2,1947.91
85353,64209,2025-11-11,2025-11-12,2025-11-15,Delivered,Debit Card,Express Shipping,0.0,2413.15
409244,25083,2025-10-06,2025-10-08,2025-10-10,Delivered,Debit Card,Priority Overnight,0.05,1573.7
278726,59386,2025-12-22,2025-12-25,2025-12-30,Delivered,UPI,Express Shipping,0.2,254.39
118647,2572,2025-05-05,2025-05-07,2025-05-09,Delivered,UPI,Standard Shipping,0.0,2225.2
391150,88570,2024-11-25,2024-11-26,2024-11-28,Delivered,Debit Card,Standard Shipping,0.0,1180.02
240503,16586,2024-12-19,2024-12-21,2024-12-24,Delivered,Credit Card,Priority Overnight,0.0,83.57
466350,88989,2025-01-23,2025-01-24,2025-01-26,Delivered,Credit Card,Express Shipping,0.15,2679.83
198755,15642,2025-07-05,2025-07-06,2025-07-10,Delivered,Credit Card,Economy Shipping,0.0,712.86
1310,65457,2025-12-31,2026-01-03,2026-01-05,Delivered,Wallet,Standard Shipping,0.0,655.96
72394,6706,2022-01-19,2022-01-21,2022-01-24,Delivered,Net Banking,Express Shipping,0.1,1153.05
264993,97962,2024-11-05,2024-11-06,2024-11-09,Delivered,Debit Card,Priority Overnight,0.2,1073.89
270338,5224,2025-09-04,2025-09-05,2025-09-07,Delivered,Credit Card,Standard Shipping,0.05,3023.41
281286,41629,2024-04-17,2024-04-18,2024-04-21,Delivered,Wallet,Standard Shipping,0.0,306.34
453202,85071,2025-11-14,2025-11-15,2025-11-17,Delivered,Debit Card,Economy Shipping,0.1,1665.28
255357,12552,2025-08-02,2025-08-03,2025-08-07,Delivered,COD,Standard Shipping,0.0,1490.65
214654,48262,2024-12-31,2025-01-02,2025-01-05,Delivered,Credit Card,Standard Shipping,0.0,6320.56
419449,72580,2025-05-30,2025-05-31,2025-06-02,Delivered,Debit Card,Express Shipping,0.0,2625.03
376678,32837,2025-10-21,2025-10-24,2025-10-26,Delivered,Credit Card,Standard Shipping,0.05,3832.54
453250,67190,2024-12-09,2024-12-11,2024-12-14,Delivered,Debit Card,Standard Shipping,0.15,2838.26
230822,53818,2025-07-15,,,Cancelled,Credit Card,Express Shipping,0.05,1525.64
248788,10460,2023-07-18,2023-07-20,2023-07-24,Returned,Credit Card,Priority Overnight,0.05,3867.37
285332,93387,2025-05-09,2025-05-10,2025-05-13,Delivered,Debit Card,Economy Shipping,0.0,3111.94
187823,87977,2025-10-21,2025-10-24,2025-10-28,Delivered,Debit Card,Standard Shipping,0.1,720.76
371298,18518,2025-08-22,2025-08-24,2025-08-27,Delivered,UPI,Standard Shipping,0.2,1094.63
159024,91645,2025-04-20,2025-04-22,2025-04-26,Delivered,Debit Card,Standard Shipping,0.0,862.5
129504,44913,2025-05-25,2025-05-28,2025-05-31,Delivered,Debit Card,Standard Shipping,0.0,467.96
385958,55771,2025-11-10,2025-11-12,2025-11-14,Delivered,Credit Card,Express Shipping,0.1,4407.59
425593,30827,2024-06-20,2024-06-21,2024-06-24,Delivered,Net Banking,Express Shipping,0.0,2018.04
13589,43271,2025-12-18,2025-12-20,2025-12-23,Delivered,Net Banking,Priority Overnight,0.0,2582.01
33869,88705,2025-11-02,,,Cancelled,Debit Card,Standard Shipping,0.05,1567.97
150304,56486,2025-08-11,2025-08-12,2025-08-14,Delivered,COD,Standard Shipping,0.0,256.22
232673,10462,2025-12-14,2025-12-15,2025-12-17,Delivered,Credit Card,Standard Shipping,0.1,725.46
356659,72139,2023-11-24,,,Pending,UPI,Express Shipping,0.0,3630.77
174903,80422,2022-11-06,2022-11-08,2022-11-10,Returned,Credit Card,Standard Shipping,0.05,1927.09
164223,90647,2022-11-13,2022-11-15,2022-11-17,Delivered,UPI,Standard Shipping,0.1,1053.97
200259,48432,2025-03-03,2025-03-05,2025-03-09,Delivered,Debit Card,Standard Shipping,0.15,1668.81
129556,27320,2023-12-22,2023-12-23,2023-12-25,Delivered,UPI,Express Shipping,0.0,3887.31
86452,95151,2023-08-28,2023-08-30,2023-09-04,Delivered,Credit Card,Standard Shipping,0.2,1238.22
374364,56324,2025-07-24,2025-07-26,2025-07-29,Delivered,Credit Card,Standard Shipping,0.0,191.68
204868,40840,2025-10-22,2025-10-25,2025-10-28,Delivered,Net Banking,Standard Shipping,0.0,1663.97
394848,79264,2025-05-29,2025-05-30,2025-06-02,Delivered,UPI,Standard Shipping,0.2,2089.05
491661,91357,2025-10-21,2025-10-22,2025-10-24,Returned,UPI,Economy Shipping,0.0,1459.94
299542,83542,2025-03-22,2025-03-24,2025-03-26,Delivered,Credit Card,Standard Shipping,0.1,626.34
297004,76667,2024-09-30,2024-10-01,2024-10-03,Delivered,Credit Card,Standard Shipping,0.0,3429.02
240804,89897,2025-09-30,2025-10-02,2025-10-04,Delivered,UPI,Economy Shipping,0.0,1731.34
498082,29779,2025-06-25,2025-06-28,2025-06-30,Delivered,Net Banking,Standard Shipping,0.05,806.61
226522,53857,2025-09-14,2025-09-16,2025-09-19,Delivered,Wallet,Standard Shipping,0.0,4283.94
455337,65163,2025-08-23,,,Pending,Wallet,Standard Shipping,0.05,1389.0
346673,74648,2024-10-27,2024-10-29,2024-10-31,Delivered,COD,Express Shipping,0.0,523.83
436829,34157,2025-08-02,2025-08-03,2025-08-05,Delivered,Debit Card,Express Shipping,0.0,3229.92
27298,55608,2023-08-24,2023-08-25,2023-08-30,Delivered,UPI,Standard Shipping,0.05,2013.17
24741,85774,2025-10-27,2025-10-29,2025-11-01,Delivered,Net Banking,Express Shipping,0.0,9508.58
61390,67099,2025-08-09,2025-08-10,2025-08-13,Delivered,Debit Card,Economy Shipping,0.0,671.98
76114,39549,2025-09-29,2025-10-01,2025-10-04,Delivered,Credit Card,Standard Shipping,0.0,521.07
41100,93016,2023-02-13,2023-02-16,2023-02-18,Delivered,UPI,Standard Shipping,0.0,1037.13
297552,54664,2025-09-04,2025-09-05,2025-09-09,Delivered,Debit Card,Standard Shipping,0.0,2750.9
400923,31379,2024-03-11,2024-03-13,2024-03-16,Delivered,Debit Card,Standard Shipping,0.0,847.55
273398,78397,2025-07-03,2025-07-05,2025-07-08,Delivered,Credit Card,Standard Shipping,0.05,4899.01
205279,9245,2024-09-19,2024-09-20,2024-09-24,Delivered,UPI,Standard Shipping,0.05,780.84
124417,16088,2025-10-05,2025-10-06,2025-10-09,Delivered,Credit Card,Economy Shipping,0.15,1066.37
159592,98110,2025-04-19,2025-04-20,2025-04-25,Delivered,UPI,Express Shipping,0.0,9.99
445955,89295,2025-12-23,2025-12-24,2025-12-29,Delivered,Credit Card,Standard Shipping,0.0,944.21
374759,57891,2025-10-22,2025-10-23,2025-10-26,Delivered,Credit Card,Standard Shipping,0.0,823.64
158442,18032,2025-11-30,2025-12-02,2025-12-05,Delivered,Debit Card,Priority Overnight,0.0,1068.9
495500,76098,2025-03-14,2025-03-16,2025-03-18,Delivered,Net Banking,Standard Shipping,0.0,1743.69
275052,48395,2024-09-30,2024-10-02,2024-10-04,Delivered,Credit Card,Economy Shipping,0.0,380.86
33505,82575,2025-02-14,2025-02-15,2025-02-17,Delivered,Credit Card,Express Shipping,0.0,936.08
367027,75646,2023-11-25,2023-11-27,2023-12-01,Delivered,UPI,Standard Shipping,0.15,3180.78
254387,5001,2025-11-02,2025-11-05,2025-11-09,Delivered,COD,Standard Shipping,0.0,2512.92
491722,26867,2023-08-21,2023-08-22,2023-08-25,Delivered,Wallet,Standard Shipping,0.1,366.23
101418,27042,2025-05-15,2025-05-16,2025-05-18,Delivered,Wallet,Standard Shipping,0.0,1406.76
65062,26029,2025-11-09,2025-11-11,2025-11-14,Delivered,Credit Card,Standard Shipping,0.0,1643.95
44904,56257,2025-11-03,2025-11-04,2025-11-06,Returned,Debit Card,Standard Shipping,0.1,3052.52
411711,60894,2023-06-01,2023-06-02,2023-06-06,Delivered,Net Banking,Standard Shipping,0.0,3443.97
408475,20836,2025-12-30,2025-12-31,2026-01-02,Delivered,Debit Card,Standard Shipping,0.0,1029.96
288470,96914,2024-04-09,2024-04-10,2024-04-13,Delivered,Net Banking,Standard Shipping,0.0,2577.32
374009,87820,2024-05-29,2024-05-31,2024-06-03,Delivered,Credit Card,Standard Shipping,0.0,2368.31
103107,95875,2025-12-12,2025-12-14,2025-12-19,Delivered,Credit Card,Express Shipping,0.2,493.32
186586,3090,2025-07-31,2025-08-02,2025-08-05,Delivered,Credit Card,Economy Shipping,0.1,1457.8
449010,41641,2025-10-26,2025-10-28,2025-10-31,Delivered,UPI,Standard Shipping,0.1,101.37
477651,74711,2025-11-09,2025-11-10,2025-11-13,Delivered,Credit Card,Express Shipping,0.0,796.21
346004,952,2025-10-26,2025-10-29,2025-10-31,Delivered,Net Banking,Priority Overnight,0.0,5136.71
449844,11013,2025-10-06,2025-10-07,2025-10-09,Delivered,Credit Card,Priority Overnight,0.1,5612.67
236818,34837,2023-12-17,2023-12-18,2023-12-23,Delivered,UPI,Standard Shipping,0.0,2905.98
202910,57132,2025-07-28,2025-07-29,2025-07-31,Delivered,Credit Card,Priority Overnight,0.1,1133.95
288537,54387,2024-11-12,2024-11-13,2024-11-18,Delivered,Debit Card,Priority Overnight,0.1,922.19
252928,98830,2025-11-18,2025-11-19,2025-11-22,Delivered,Credit Card,Standard Shipping,0.0,575.69
459709,60079,2025-12-02,2025-12-04,2025-12-06,Delivered,Credit Card,Standard Shipping,0.1,631.49
352844,10007,2023-04-07,2023-04-09,2023-04-12,Delivered,Debit Card,Standard Shipping,0.05,139.97
34791,74888,2023-12-16,2023-12-17,2023-12-19,Delivered,Net Banking,Priority Overnight,0.05,935.96
438878,43849,2025-07-04,2025-07-06,2025-07-08,Delivered,UPI,Express Shipping,0.05,908.77
194824,9309,2025-11-28,2025-11-29,2025-12-01,Delivered,Net Banking,Standard Shipping,0.0,5452.24
293380,77148,2024-10-24,2024-10-25,2024-10-27,Delivered,Wallet,Standard Shipping,0.0,2465.2
332244,40504,2024-10-23,2024-10-25,2024-10-27,Delivered,Credit Card,Standard Shipping,0.0,2664.95
365745,94756,2024-11-20,2024-11-22,2024-11-25,Delivered,COD,Priority Overnight,0.1,1425.55
58536,42108,2025-08-24,2025-08-25,2025-08-30,Delivered,UPI,Standard Shipping,0.05,897.78
175827,48561,2024-12-15,2024-12-16,2024-12-20,Delivered,Credit Card,Express Shipping,0.0,1183.5
417302,41630,2023-12-11,2023-12-13,2023-12-16,Delivered,Net Banking,Express Shipping,0.0,2104.61
416457,62635,2024-12-02,2024-12-04,2024-12-07,Delivered,Credit Card,Standard Shipping,0.05,1647.33
469415,60075,2024-03-14,2024-03-17,2024-03-22,Delivered,Wallet,Express Shipping,0.2,388.32
426822,88296,2025-07-28,,,Cancelled,Credit Card,Standard Shipping,0.0,2109.53
17201,99459,2024-12-25,2024-12-26,2024-12-28,Returned,Credit Card,Standard Shipping,0.2,765.87
107333,57217,2024-04-12,2024-04-13,2024-04-17,Delivered,UPI,Economy Shipping,0.15,2619.15
274258,41792,2025-12-10,2025-12-11,2025-12-13,Delivered,Credit Card,Standard Shipping,0.1,457.27
74807,15865,2025-12-21,2025-12-22,2025-12-25,Delivered,Debit Card,Standard Shipping,0.0,1750.6
161194,5424,2024-05-16,2024-05-19,2024-05-23,Delivered,UPI,Economy Shipping,0.0,649.96
99658,34952,2025-02-07,2025-02-08,2025-02-10,Delivered,Wallet,Standard Shipping,0.0,476.43
83809,6247,2023-08-27,2023-08-28,2023-08-31,Delivered,Debit Card,Standard Shipping,0.05,4373.9
322779,19613,2025-05-17,2025-05-18,2025-05-20,Delivered,Wallet,Standard Shipping,0.0,1676.25
277565,46345,2025-01-03,2025-01-04,2025-01-07,Delivered,Debit Card,Standard Shipping,0.05,349.2
109926,70505,2022-12-18,2022-12-19,2022-12-22,Delivered,Wallet,Express Shipping,0.0,5113.97
188478,97623,2024-07-01,2024-07-02,2024-07-05,Delivered,Debit Card,Standard Shipping,0.0,2324.92
298624,66711,2025-04-12,2025-04-13,2025-04-15,Delivered,COD,Express Shipping,0.0,1306.36
439725,58750,2025-11-23,2025-11-25,2025-11-28,Delivered,Debit Card,Standard Shipping,0.0,4018.83
429368,3489,2025-11-27,2025-11-29,2025-12-02,Delivered,Net Banking,Standard Shipping,0.1,6204.13
